,MMSI,start_time,end_time,VESSEL TYPE,ud_group,len_of_recording,instance_id,min_speed(KNOTSx10),max_speed(KNOTSx10),mean_speed(KNOTSx10),length(in m),min_distance(in kms),max_distance(in kms),mean_distance(in kms),min_course,max_course,mean_course,min_heading,max_heading,mean_heading,SHIPNAME,spectrogram,audio,mseed,psd,psd_pickle
10,255805893,2017-06-12 19:14:22,2017-06-12 19:24:22,General Cargo,Cargo,10.0,AB_20170612191422_20170612192422,79,79,79.0,229.0,4.78,4.78,4.78,220,220,220.0,220,220,220.0,MACHERAS,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20170612191422_20170612192422.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20170612191422_20170612192422.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20170612191422_20170612192422.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20170612191422_20170612192422.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20170612191422_20170612192422.pkl
11,255805893,2017-06-12 19:24:22,2017-06-12 19:34:22,General Cargo,Cargo,10.0,AB_20170612192422_20170612193422,81,81,81.0,229.0,4.59,4.59,4.59,203,203,203.0,221,221,221.0,MACHERAS,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20170612192422_20170612193422.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20170612192422_20170612193422.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20170612192422_20170612193422.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20170612192422_20170612193422.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20170612192422_20170612193422.pkl
12,255805893,2017-06-12 19:34:22,2017-06-12 19:44:22,General Cargo,Cargo,10.0,AB_20170612193422_20170612194422,16,16,16.0,179.0,4.57,4.57,4.57,150,150,150.0,201,201,201.0,EDGAR OLDENDORFF,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20170612193422_20170612194422.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20170612193422_20170612194422.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20170612193422_20170612194422.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20170612193422_20170612194422.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20170612193422_20170612194422.pkl
13,303031000,2016-03-10 04:04:04,2016-03-10 04:14:04,Crude Oil Tanker,Tanker,10.0,AB_20160310040404_20160310041404,142,146,143.66666666666666,272.69,2.81,4.8,3.83,333,336,334.6666666666667,329,330,329.6666666666667,POLAR ADVENTURE,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20160310040404_20160310041404.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20160310040404_20160310041404.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20160310040404_20160310041404.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20160310040404_20160310041404.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20160310040404_20160310041404.pkl
14,303681000,2018-10-08 09:17:54,2018-10-08 09:27:54,Towing Vessel,Fishing type,10.0,AB_20181008091754_20181008092754,89,93,90.66666666666667,36.58,3.63,4.98,4.463333333333334,51,56,53.0,50,55,52.333333333333336,MOUNT DRUM,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20181008091754_20181008092754.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20181008091754_20181008092754.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20181008091754_20181008092754.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20181008091754_20181008092754.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20181008091754_20181008092754.pkl
15,303681000,2018-10-08 09:27:54,2018-10-08 09:37:54,Towing Vessel,Fishing type,10.0,AB_20181008092754_20181008093754,157,157,157.0,317.14,3.43,3.43,3.43,227,227,227.0,230,230,230.0,CELEBRITY ECLIPSE,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20181008092754_20181008093754.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20181008092754_20181008093754.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20181008092754_20181008093754.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20181008092754_20181008093754.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20181008092754_20181008093754.pkl
16,303681000,2018-10-08 09:37:54,2018-10-08 09:47:54,Towing Vessel,Fishing type,10.0,AB_20181008093754_20181008094754,92,92,92.0,36.58,3.46,3.46,3.46,53,53,53.0,52,52,52.0,MOUNT DRUM,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20181008093754_20181008094754.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20181008093754_20181008094754.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20181008093754_20181008094754.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20181008093754_20181008094754.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20181008093754_20181008094754.pkl
17,311000243,2016-06-05 20:57:48,2016-06-05 21:07:48,General Cargo,Cargo,10.0,AB_20160605205748_20160605210748,100,102,101.0,183.0,3.7,4.57,4.0375,0,359,179.75,358,359,358.75,AFRICAN RAVEN,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20160605205748_20160605210748.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20160605205748_20160605210748.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20160605205748_20160605210748.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20160605205748_20160605210748.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20160605205748_20160605210748.pkl
18,311000299,2018-05-23 06:35:17,2018-05-23 06:45:17,Bulk Carrier,Cargo,10.0,AB_20180523063517_20180523064517,113,114,113.8,189.99,4.33,4.95,4.714,352,357,354.2,354,355,354.8,BIOGRAD,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20180523063517_20180523064517.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20180523063517_20180523064517.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20180523063517_20180523064517.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20180523063517_20180523064517.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20180523063517_20180523064517.pkl
19,311772000,2015-03-19 05:15:01,2015-03-19 05:25:01,Oil/Chemical Tanker,Tanker,10.0,AB_20150319051501_20150319052501,94,96,95.0,147.83,2.3,2.89,2.5949999999999998,233,235,234.0,230,230,230.0,PINE GALAXY,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20150319051501_20150319052501.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20150319051501_20150319052501.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20150319051501_20150319052501.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20150319051501_20150319052501.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20150319051501_20150319052501.pkl
20,338417000,2016-07-12 12:16:55,2016-07-12 12:26:55,Special Vessel,Research,10.0,AB_20160712121655_20160712122655,63,87,75.0,79.71,0.79,2.12,1.455,220,235,227.5,230,236,233.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20160712121655_20160712122655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20160712121655_20160712122655.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20160712121655_20160712122655.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20160712121655_20160712122655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20160712121655_20160712122655.pkl
21,338417000,2016-07-12 12:26:55,2016-07-12 12:36:55,Special Vessel,Research,10.0,AB_20160712122655_20160712123655,8,8,8.0,79.71,0.21,0.21,0.21,159,159,159.0,284,284,284.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20160712122655_20160712123655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20160712122655_20160712123655.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20160712122655_20160712123655.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20160712122655_20160712123655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20160712122655_20160712123655.pkl
22,338417000,2016-07-12 12:36:55,2016-07-12 12:46:55,Special Vessel,Research,10.0,AB_20160712123655_20160712124655,7,7,7.0,79.71,0.21,0.21,0.21,76,76,76.0,284,284,284.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20160712123655_20160712124655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20160712123655_20160712124655.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20160712123655_20160712124655.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20160712123655_20160712124655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20160712123655_20160712124655.pkl
23,338417000,2016-07-12 12:46:55,2016-07-12 12:56:55,Special Vessel,Research,10.0,AB_20160712124655_20160712125655,2,5,3.5,79.71,0.14,0.21,0.175,41,149,95.0,284,285,284.5,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20160712124655_20160712125655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20160712124655_20160712125655.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20160712124655_20160712125655.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20160712124655_20160712125655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20160712124655_20160712125655.pkl
24,338417000,2016-07-12 12:56:55,2016-07-12 13:06:55,Special Vessel,Research,10.0,AB_20160712125655_20160712130655,12,12,12.0,79.71,0.14,0.14,0.14,87,87,87.0,284,284,284.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20160712125655_20160712130655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20160712125655_20160712130655.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20160712125655_20160712130655.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20160712125655_20160712130655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20160712125655_20160712130655.pkl
25,338417000,2016-07-12 13:06:55,2016-07-12 13:16:55,Special Vessel,Research,10.0,AB_20160712130655_20160712131655,146,146,146.0,272.69,4.8,4.8,4.8,335,335,335.0,329,329,329.0,POLAR ADVENTURE,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20160712130655_20160712131655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20160712130655_20160712131655.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20160712130655_20160712131655.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20160712130655_20160712131655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20160712130655_20160712131655.pkl
26,338417000,2016-07-12 13:16:55,2016-07-12 13:26:55,Special Vessel,Research,10.0,AB_20160712131655_20160712132655,2,2,2.0,79.71,0.14,0.14,0.14,283,283,283.0,284,284,284.0,SIKULIAQ,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Spectrograms/AB_20160712131655_20160712132655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Audio/AB_20160712131655_20160712132655.wav,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/Mseed/AB_20160712131655_20160712132655.mseed,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSDs/AB_20160712131655_20160712132655.jpg,https://uwnetid-my.sharepoint.com/:f:/r/personal/abadi_uw_edu/Documents/Ocean%20Data%20Lab%20SharePoint/OOI/Ship%20Noise%20Data%20Set/Data with avg_time=1/Benchmark_Data//Ships/Axial_Base/PSD_pickles/AB_20160712131655_20160712132655.pkl
